exam_type,category,scenario,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
AI模擬,4-2 技術保護,,"特定技術分野の発明について、保全指定の有無を確認せずに外国出願を行った場合の罰則（2025年7月以降）として、適切なものはどれか。",10万円以下の過料,1年以下の懲役又は50万円以下の罰金,法人の場合は、罰金3億円以下,特許料を通常の10倍支払う義務。,イ,"経済安全保障推進法第92条。外国出願禁止義務違反には、懲役または罰金が課せられる刑事罰がある。"
AI模擬,2-1 法務,,"ライセンサーがライセンシーに対し「他社技術を一切使用してはならない」と競合品の取り扱いを禁止する行為の法的判断として、適切なものはどれか。",知的所有権の行使であるため、独占禁止法は一切適用されない。,公正な競争を阻害するおそれがある場合、不公正な取引方法に該当する可能性がある。,契約書に記載されていれば、いかなる場合も適法である。,中小企業に対するライセンスにのみ適用され、大企業間では問題にならない。,イ,"独占禁止法。知的財産の行使であっても、不当に競争を制限する条項は独禁法違反となり得る。"
AI模擬,2-2 リスク管理,,"取適法に基づき、委託事業者が支払期日を過ぎて代金を支払った場合に課せられる遅延利息の年率はどれか。",年3.0%（民事法定利率）,年14.6%,年5.0%,年20.0%。,イ,"中小受託取引適正化法（および下請法）。支払遅延時の利息は年14.6%と定められている。"
AI模擬,4-2 技術保護,,"2026年4月に開始されるオンライン発送制度において、「10日ルール（経過到達）」が適用されるための前提条件として、適切なものはどれか。",特許庁から「到達予告」のメールを受け取っていること。,「特定通知等を受ける旨の届出」をあらかじめ特許庁に行っていること（代理人の場合は必須）。,出願人がマイナンバーカードを保有していること。,過去に一度も書面による手続を行っていないこと。,イ,"工業所有権特例法第5条の2。オンライン発送を利用するには事前の届出が必要であり、弁理士等の代理人はこの届出が義務化されている [1, 2]。"
AI模擬,4-2 技術保護,,"2026年4月以降、経過到達（10日ルール）によって発送日が確定した書類について、起算日の数え方として適切なものはどれか。",受取可能となった当日から数えて10日目。,受取可能となった日の翌日から起算して10日を経過した時。,インターネット出願ソフトにログインした日の翌日。,書類をダウンロードして内容を確認した翌日。,イ,"特例法改正案。インターネット出願ソフトで受取可能となった日の「翌日」から暦日で10日を経過した時に到達したものとみなされる [3]。"
AI模擬,4-2 技術保護,,"オンライン発送制度の改正（2026年4月）後、特許証や登録証の受領方法に関して、最も適切なものはどれか。",特許証は重要書類であるため、オンライン発送の対象外となり、必ず郵送される。,「特定通知等を受ける旨の届出」をしている場合、特許証もオンラインで発行され、紙の証書は郵送されない。,特許証のみ、オンラインで受領した後に特許庁へ返送すれば、紙の証書が発行される。,オンラインで発行された特許証には、法的効力がないため、別途「特許原簿」を申請しなければならない。,イ,"改正特例法。特許証や登録証もオンライン発送の対象となる。紙の証書が欲しい場合は、別途「再交付請求」等の手続が必要となる [3, 1]。"
AI模擬,6. 関係法規,,"経済安全保障推進法に基づき「保全指定（非公開）」を受けた出願について、その後の手続の制限として適切なものはどれか。",出願人は、保全指定の期間中であっても、特許請求の範囲を自由に補正することができる。,保全指定された発明については、原則として発明の内容を他人に開示することが禁止される。,出願人は、保全指定を受けた後であれば、内閣府の許可なくいつでも外国出願に切り替えることができる。,保全指定された発明は、特許庁の審査を待たずに直ちに「秘密特許権」として設定登録される。,イ,"経済安全保障推進法第71条等。保全指定された発明は内容の開示が制限される。許可なく開示した場合は刑事罰の対象となる [4, 5]。"
AI模擬,4-1 ブランド保護,,"2024年4月に導入された商標の「コンセント制度」において、審査官が「混同のおそれがある」と判断した場合の帰結として、適切なものはどれか。",先行権利者の承諾書があるため、審査官の判断に関わらず登録される。,先行権利者の承諾書があっても、審査官が混同のおそれがあると判断した場合は、登録を受けることができない。,登録は認められるが、商標権の存続期間が通常の10年から5年に短縮される。,登録後に第三者から「登録異議の申立て」がなされた場合に限り、無効となる。,イ,"商標法第4条第4項。日本のコンセント制度は、当事者の合意に加え、特許庁が公共の利益（混混同防止）の観点から適否を判断する「限定的コンセント」である [6, 7]。"
AI模擬,4-1 ブランド保護,,"2024年4月施行の改正商標法第4条第1項第8号（他人の氏名）に関して、登録が認められないケースはどれか。",その他人が当該分野において需要者の間に広く認識されており、かつ承諾を得ていない場合。,その他人の氏名が「ありふれた氏」であり、かつその他人が著名ではない場合。,出願人が自己の氏名を商標として使用しており、かつ不正の目的がない場合。,その他人が死亡している場合。,ア,"商標法第4条第1項第8号。拒絶の対象となるのは、その他人が「当該分野で広く認識されている」場合に限定された [6, 7]。"
AI模擬,2-2 リスク管理,,"2026年1月施行の中小受託取引適正化法（取適法）において、情報成果物作成委託（プログラム作成等）の際の委託事業者の基準として、適切なものはどれか。",資本金が5,000万円を超える、または常時使用する従業員数が100人を超えること。,資本金が1,000万円を超えることのみ。,資本金が3億円を超える、または常時使用する従業員数が300人を超えること。,上場企業であること。,ア,"取適法（2026年施行）。情報成果物作成委託等の場合、従業員数「100人」が新たな基準となる（製造委託等は300人） [8, 9]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）において、禁止行為として新設された「協議に応じない一方的な代金決定」に該当する可能性が高い行為はどれか。",受注者からの価格交渉の申し出に対し、メールで「検討中」と回答し、1週間後に協議の場を設けた。,原材料費の高騰による値上げ要請に対し、一切の説明や協議を行わず、従来通りの価格で発注を継続した。,価格協議の結果、双方が納得し、代金を据え置くことで合意した。,発注時に代金の額を明確に記載した書面を交付した。,イ,"取適法（旧下請法改正）。受注者からの価格協議の申し出に対し、協議の場を設けなかったり、必要な説明を怠ったりすることは、新設された禁止規定に抵触する [10, 11]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）で禁止される「支払手段」に関する記述として、適切なものはどれか。",支払期日が60日以内の現金による振込であれば、常に適法である。,約束手形による支払は、中小受託事業者の資金繰り負担となるため、原則として禁止される。,電子記録債権による支払は、いかなる場合も現金と同等とみなされ、制限を受けない。,振込手数料を受注者に負担させることは、当事者間の合意があれば常に認められる。,イ,"取適法。中小企業の負担軽減のため、約束手形による支払が原則禁止される。また、振込手数料の負担についても委託事業者側が負担するよう運用が厳格化される [8, 11]。"
AI模擬,4-3 コンテンツ保護,,"2026年4月に開始される「未管理著作物等の裁定制度」における「補償金」の考え方として、適切なものはどれか。",利用者が自分で決めた任意の金額を文化庁に支払う。,通常の使用料相当額として、あらかじめ定められた基準（相場）に基づき決定された額を供託する。,著作権の存続期間が終了するまで、毎年定額を支払い続ける。,補償金は無料であり、申請手数料（13,800円）のみで利用できる。,イ,"著作権法第67条の3（2026年施行）。「通常の使用料相当額」を補償金として預けることで、連絡がつかない著作物を合法的に利用できる [12, 13]。"
AI模擬,4-3 コンテンツ保護,,"文化庁の2024年ガイドラインにおける、AI学習と「著作権者の利益を不当に害する」場合として、適切なものはどれか。",AI学習用として販売されているデータベース著作物を、スクレイピング等により無許諾で学習に利用する場合。,AI学習の結果、特定のアーティストの画風と似た画像が生成された場合。,AI学習のために、インターネット上で公開されている著作物を、非享受目的で大量に複製する場合。,AI学習に用いるために、自らが購入した書籍をスキャンしてデータ化する場合。,ア,"著作権法第30条の4ただし書。AI学習用データベースとして販売されているものを無断利用することは、権利者の市場を不当に阻害するため認められない [14, 15]。"
AI模擬,2-1 法務,,"改正種苗法（2022年4月完全施行）により、登録品種の「自家増殖」を行うために必要となった手続はどれか。",農林水産大臣への「自家増殖報告書」の提出。,育成者権者（開発者）からの許諾を得ること。,増殖した種苗を、近隣の農家に無償で配布すること。,一般品種（在来種）として再度登録し直すこと。,イ,"種苗法。2022年4月以降、登録品種（PVPマーク等があるもの）の自家増殖は育成者権者の許諾が必要な「許諾制」となった [16, 13]。"
AI模擬,2-1 法務,,"改正種苗法における「登録品種」の表示義務に関して、違反した場合の罰則として適切なものはどれか。",10万円以下の過料。,1,000万円以下の罰金。,育成者権の強制的な消滅。,次年度以降の栽培禁止命令。,ア,"種苗法第21条。登録品種である旨等の表示（法的義務）を怠った場合、10万円以下の過料が科される可能性がある [17, 18]。"
AI模擬,5-2 エンフォースメント,,"2024年4月に施行された改正不正競争防止法において、デジタル空間（メタバース等）での形態模倣行為が規制された背景として、適切なものはどれか。",デジタルデータは意匠法での保護が不可能であるため。,デジタル空間における模倣品の流通が、現実の商品（リアル商品）の販売を阻害する実態があるため。,不競法により、登録なしに半永久的にデジタルデザインを保護するため。,デジタル空間には著作権法が適用されないため。,イ,"不競法改正（2024年4月）。デジタル空間での模倣品提供が現実の市場に及ぼす影響を考慮し、規制対象に追加された [6, 19]。"
AI模擬,4-4 デザイン保護,,"意匠法における「関連意匠」の出願可能期間が延長された後の期限はどれか。",本意匠（基礎意匠）の出願日から5年以内。,本意匠の出願日から10年を経過する日前まで。,本意匠の存続期間が終了するまで。,本意匠が登録されてから3年以内。,イ,"意匠法第10条。令和元年の改正により、関連意匠の出願期間は「10年」に延長された [20, 21]。"
AI模擬,4-4 デザイン保護,,"意匠法における「建築物の意匠」として登録が認められる可能性があるものはどれか。",土地に定着していない移動式のテント小屋。,工場、競技場、橋梁などの土木構造物。,自然の岩山を彫刻して作成した展望台。,音や香りで演出された特定の空間デザイン。,イ,"意匠審査基準（2020年〜）。「土地定着物」かつ「人工構造物」であれば、住宅だけでなく橋梁やダム等も保護対象となる [20, 21]。"
AI模擬,5-1 契約,,"特許法第35条における「職務発明」の権利帰属に関して、契約や就業規則に別段の定めがない場合の原則的な帰属先はどこか。",発明を完成させた瞬間に、会社（使用者）に帰属する。,発明者（従業者）に帰属する。,会社と従業者の共有となる。,特許庁が認定した貢献度に応じて按分される。,イ,"特許法第35条第3項。あらかじめ権利承継を定めていない限り、特許を受ける権利は発明者個人に帰属する [7]。"
AI模擬,5-2 エンフォースメント,,"特許法第102条第1項第2号（令和元年改正）により、権利者の販売能力を超える数量の侵害行為があった場合、どのように損害額を算定できるか。",能力を超える部分は損害とみなされず、賠償を請求できない。,能力を超える部分については、実施料（ライセンス料）相当額を損害として合算できる。,侵害者の販売数量すべてに、侵害者の利益率を乗じた額を請求できる。,常に一律3億円の賠償額が適用される。,イ,"特許法第102条1項2号。能力超過分をライセンス料相当として合算可能になったことで、権利保護が強化された [7]。"
AI模擬,4-2 技術保護,,"特許出願の非公開制度（経済安保法）において、日本国内で行われた発明を先に外国へ出願（第一国出願）することが禁止される条件はどれか。",発明者が外国籍である場合。,当該発明が「特定技術分野（ステルス技術等）」に属する場合。,出願人が中小企業である場合。,発明がデジタル技術に関連する場合。,イ,"経済安全保障推進法第78条。特定技術分野に属する発明は、日本での保全審査を経る前の外国出願が制限される [4, 5]。"
AI模擬,3-1 調査,,"J-PlatPatを用いた意匠調査において、2020年以降に登録された「建築物」や「内装」を検索するための手法として、適切なものはどれか。",キーワード検索で「建築物」と入力すれば、すべての建築意匠が抽出される。,日本意匠分類（D分類）において、建築物等に割り当てられた特定の分類記号を用いる。,特許分類（IPC）を用いて検索する。,建築意匠はJ-PlatPatでは非公開となっているため、特許庁へ直接閲覧申請する。,イ,"J-PlatPat実務。建築物や内装は専用の意匠分類が割り振られているため、それらを用いて検索することが効率的である [AI模擬]。"
AI模擬,4-1 ブランド保護,,"商標権の「分割納付制度」に関する記述として、適切なものはどれか。",登録料を5年分ずつ2回に分けて納付することができる。,分割納付を選択した場合、10年一括納付よりも合計金額が安くなる。,2回目の納付を忘れた場合でも、商標権は自動的に存続する。,分割納付は、個人事業主に限り認められる制度である。,ア,"商標法第40条第2項。5年ごとの分納が可能。ただし、合計額は一括納付より割高になるのが一般的である [22]。"
AI模擬,4-1 ブランド保護,,"商標の「不使用取消審判」において、取消しを免れるための「正当な理由」として認められる可能性が最も高いものはどれか。",景気後退により、一時的に販売を休止していた場合。,法律による販売制限や、天災などによりやむを得ず使用できなかった場合。,単に広告宣伝の予算が不足していた場合。,後で使う予定があったが、準備が間に合わなかった場合。,イ,"商標法第50条。権利者の責めに帰すことができない客観的な障害がある場合に限り、正当な理由として認められ得る [7]。"
AI模擬,4-1 ブランド保護,,"マドリッド協定議定書（マドプロ）に基づく国際登録出願において、基礎となる日本での登録が5年以内に消滅した場合、国際登録も連動して消滅する制度を何と呼ぶか。",セントラル・アタック,ディレイド・アタック,グローバル・キャンセル,ライツ・ロスト。,ア,"マドプロ特有の制度。5年間の「従属性」の期間内に基礎登録が消滅すると、すべての指定国での国際登録が失効する [AI模擬]。"
AI模擬,4-2 技術保護,,"特許法における「国内優先権」の主張期間として、適切なものはどれか。",最初の出願の日から6ヶ月以内。,最初の出願の日から1年（12ヶ月）以内。,最初の出願の日から18ヶ月以内。,最初の出願の登録がなされるまで。,イ,"特許法第41条。特許の国内優先権は、基礎となる出願の日から1年以内に主張して出願する必要がある [AI模擬]。"
AI模擬,4-4 デザイン保護,,"意匠登録出願において、図面に代えて「写真」を提出する場合の注意点として、適切なものはどれか。",写真は白黒でなければならず、カラー写真は認められない。,背景に物品以外のものが写り込んでいない、鮮明なものでなければならない。,写真提出の場合、意匠の存続期間が通常より5年短くなる。,写真を用いる場合は、必ず「見取図」を添付しなければならない。,イ,"意匠法施行規則。意匠を特定するために不要な背景や影は排除し、鮮明な画像を提出することが求められる [22]。"
AI模擬,4-3 コンテンツ保護,,"著作権法上の「職務著作」において、従業員が作成した著作物を「法人等の名義で公表」することが要件とされないものはどれか。",小説の著作物。,プログラムの著作物。,写真の著作物。,映画の著作物。,イ,"著作権法第15条第2項。プログラムは公表されない実態に鑑み、法人名義での公表要件が免除されている [7, 22]。"
AI模擬,5-1 契約,,"著作権の譲渡契約において、譲受人が将来「この作品を元にした続編（二次的著作物）を自由に作りたい」場合、契約書に明記すべき条文はどれか。",著作権法第17条（著作者人格権）の譲渡。,著作権法第27条（翻訳・翻案権）および第28条（二次的著作物の利用権）の譲渡。,著作権法第30条（私的使用）の放棄。,著作権法第32条（引用）の許諾。,イ,"著作権法第61条第2項。27条・28条は特記しない限り譲渡人に留保されると推定されるため、必ず明記が必要である [7, 22]。"
AI模擬,5-2 エンフォースメント,,"関税法に基づく輸入差止（水際対策）において、税関長が権利侵害の有無を判断するために行う手続を何と呼ぶか。",認定手続,審査請求,判定手続,公聴会。,ア,"関税法。輸入者・権利者の双方に意見を聴き、侵害物品か否かを判断するプロセスを「認定手続」と呼ぶ [22, 23]。"
AI模擬,4-2 技術保護,,"特許法における「新規性喪失の例外（第30条）」の適用を受ける際、出願から何日以内に証明書を提出する必要があるか。",10日以内。,30日以内。,60日以内。,180日以内。,イ,"特許法第30条第3項。出願と同時に申請を行い、出願日から30日以内に客観的な証明書類を提出しなければならない [7]。"
AI模擬,4-1 ブランド保護,,"商標法において、登録商標の効力が及ばない範囲として適切なものはどれか。",指定商品に類似する商品への使用。,自己の氏名を普通に用いられる方法で表示する商標。,登録商標と外観のみが異なる類似商標の使用。,ライセンスを受けていない第三者による業としての使用。,イ,"商標法第26条。自己の氏名や名称を普通に用いる方法で表示する場合、商標権の効力は制限される [22]。"
AI模擬,2-2 リスク管理,,"不正競争防止法第2条第1項第1号（周知表示混同惹起行為）が認められるために必要な要件はどれか。",商標登録を受けていること。,当該表示が需要者の間に広く認識されている（周知である）こと。,当該表示が日本全国で著名であること。,侵害者が故意に模倣したことを証明すること。,イ,"不競法2条1項1号。登録は不要だが、一定の地域で「広く認識されている（周知）」ことが要件となる [AI模擬]。"
AI模擬,4-2 技術保護,,"特許庁による「拒絶査定」に不服がある場合、出願人が取り得る手続として適切なものはどれか。",異議申立てを行う。,拒絶査定不服審判を請求する。,特許庁長官に対し、再審査を求める。,直ちに東京地方裁判所へ提訴する。,イ,"特許法第121条。拒絶査定を受けた日から3ヶ月以内に、審判を請求して再審査を求めることができる [22]。"
AI模擬,4-3 コンテンツ保護,,"著作権法第30条の4（非享受目的の利用）に基づき、AI学習に著作物を利用できる条件として、最も適切なものはどれか。",非営利目的での利用に限られる。,著作権者の利益を不当に害しない範囲において、いずれの方法によるかを問わず利用できる。,利用する著作物の出典を、学習データごとにすべて明記すること。,AI生成物を販売しないことが条件となる。,イ,"著作権法第30条の4。非享受目的（データ解析等）であれば原則自由だが、権利者の利益を不当に害する場合は除外される [24, 14]。"
AI模擬,2-2 リスク管理,,"営業秘密（不競法）の要件の一つである「非公知性」の意味として、適切なものはどれか。",秘密として厳重に金庫に保管されていること。,一般的には知られておらず、入手することができない状態であること。,特許として出願されていないこと。,従業員全員が秘密保持契約に署名していること。,イ,"不競法第2条第6項。保有者の管理下以外では一般に入手できない状態を指す [22]。"
AI模擬,4-4 デザイン保護,,"2024年4月に施行された「新規性喪失の例外手続の簡素化（意匠法）」の内容として、適切なものはどれか。",最先の公開について証明書を提出すれば、その後の同一・類似の意匠の公開についての証明書の提出が免除される。,公開から1年以内であれば、証明書の提出自体が一切不要となった。,海外での公開行為については、本規定を適用できなくなった。,デジタル空間での公開に限り、10日以内に申請すれば足りるようになった。,ア,"意匠法第4条改正（令和5年）。拡散の多いデジタル時代に合わせ、最初の一回のみを証明すれば足りるようになった [21, 25]。"
AI模擬,5-1 契約,,"共同開発契約において、発明が完成した際の特許出願の取り扱いとして、不適切なものはどれか。",特許を受ける権利の持分を、貢献度に関わらず50:50で合意する。,出願にかかる費用を全額、一方の当事者が負担することを合意する。,相手方の承諾なく、単独で特許出願を行う。,改良発明の権利帰属について、別途協議することを定める。,ウ,"特許法第38条。特許を受ける権利が共有である場合、共有者全員で共同して出願しなければならない [22]。"
AI模擬,6. 関係法規,,"TRIPS協定における「内国民待遇」の原則として、適切なものはどれか。",自国民よりも外国人を優遇して保護しなければならない。,外国の権利者に対し、自国民に付与する保護と同等の保護を与えなければならない。,特定の国（最恵国）に与えた利益は、すべての加盟国に等しく与えなければならない。,知的財産権の存続期間を、すべての加盟国で一律に同じ期間にしなければならない。,イ,"TRIPS協定。条約上の大原則の一つであり、外国人差別を禁止するものである [22]。"
AI模擬,4-2 技術保護,,"実用新案法において、実体審査が行われない理由として、適切なものはどれか。",保護期間が10年と短く、迅速な登録が求められるため。,実用新案技術評価書によって、事後的に有効性が確認できるため。,特許法と異なり、進歩性の要件が必要ないため。,実用新案権には、差止請求権が認められていないため。,ア,"実用新案法。ライフサイクルの短い技術を早期に保護するため、無審査主義が採用されている [7, 22]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）において、製造委託の対象物品に新たに追加されたものはどれか。",金型以外の「治具」や「型」。,販売用の既製品（在庫品）。,中古の機械装置。,原材料としての鉱石。,ア,"取適法。金型以外の治具等も製造委託に含まれることが明確化され、規制範囲が広がった [10, 8]。"
AI模擬,4-3 コンテンツ保護,,"著作権法上の「引用」において、出所の明示（出典の記載）を行うタイミングとして、適切なものはどれか。",利用する著作物の「公表」の前日まで。,引用の態様に応じ、合理的と認められる方法及び程度により行う。,著作権者から直接許可を得た直後。,裁定制度により補償金を支払ったとき。,イ,"著作権法第48条。具体的な形式は決まっていないが、読者が元文献を特定できる程度の明示が求められる [AI模擬]。"
AI模擬,4-1 ブランド保護,,"商標法において、図形や文字だけでなく、動き、ホログラム、色彩、音、位置などが登録対象となった改正時期はいつか。",平成26年（2014年）改正。,令和元年（2019年）改正。,令和5年（2023年）改正。,昭和34年（1959年）改正。,ア,"平成26年改正。いわゆる「新しいタイプの商標」として保護が開始された [AI模擬]。"
AI模擬,4-2 技術保護,,"特許法における「出願公開」がなされる時期として、適切なものはどれか。",出願審査請求がなされた直後。,出願の日（または優先日）から18ヶ月（1年6ヶ月）を経過した時。,特許査定がなされた時。,特許料を納付した時。,イ,"特許法第64条。審査の進捗に関わらず、出願から18ヶ月経過後に公報が発行される [AI模擬]。"
AI模擬,4-3 コンテンツ保護,,"著作権の存続期間において、法人名義の著作物の終期はいつか。",著作者（代表者）の死後70年。,公表後70年（公表されない場合は創作後70年）。,公表後50年。,創作後20年。,イ,"著作権法第53条。法人著作（職務著作等）は、個人の死後ではなく公表時を起算点とする [22]。"
AI模擬,4-2 技術保護,,"特許侵害訴訟において、侵害者が「以前から独自にこの技術を使っていた」と主張し、侵害を免れることができる権利を何と呼ぶか。",先使用権,後使用権,実施許諾権,先行登録権。,ア,"特許法第79条。出願時に既に実施の準備をしていた者には、無償の通常実施権が認められる [7, 22]。"
AI模擬,6. 関係法規,,"パリ条約の「特許独立の原則」に関する説明として、適切なものはどれか。",ある国で特許が認められた場合、すべての同盟国で自動的に特許が認められる。,ある国で特許が無効になった場合でも、他国での特許の有効性は影響を受けない。,同盟国間で特許分類（IPC）を統一しなければならない。,出願人は必ず自国の特許庁を通じて、他国へ出願しなければならない。,イ,"パリ条約第4条の2。各国の特許権は独立しており、他国での審査結果に縛られない [22]。"
AI模擬,2-2 リスク管理,,"不正競争防止法第2条第1項第3号（形態模倣）による保護が認められるために、不必要な要件はどれか。",日本国内での販売開始から3年以内であること。,他人の商品の形態を模倣したこと（依拠性）。,需要者の間で混同が生じていること。,日本国内において販売されていること。,ウ,"不競法2条1項3号。いわゆるデッドコピーを規制するものであり、混同の有無は問われない [6, 7]。"
AI模擬,5-2 エンフォースメント,,"特許侵害訴訟において、侵害者が得た利益を損害額と「推定」する規定（第102条第2項）を利用する際、権利者が証明すべきことは何か。",侵害者が故意に侵害を行ったこと。,侵害者の利益の正確な額。,権利者に当該侵害品を販売できる能力があること（損害の発生の蓋然性）。,ライセンス契約の市場相場。,ウ,"特許法第102条第2項。利益額を損害とみなすには、権利者自身に販売能力や利益を得る機会があったことが前提となる [7]。"
AI模擬,4-3 コンテンツ保護,,"文化庁の2024年ガイドラインにおいて、AI生成物が著作権侵害となるための「依拠性」の判断基準として、適切なものはどれか。",AIがインターネット上の著作物を学習データとして利用していれば、それだけで依拠性が認められる。,AI利用者が特定の既存著作物を認識しており、それを生成させる目的でAIを操作したことが必要である。,生成されたものが既存の著作物と客観的に類似していれば、依拠性の証明は不要である。,AI学習において、当該既存著作物が学習用データセットに含まれていた等の事情が考慮される。,エ,"文化庁ガイドライン（令和6年）。AIの仕組みを考慮し、学習データに含まれていた事実等が依拠性判断の重要な要素となる [14, 26]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）において、委託事業者が代金の支払を遅延した場合に課せられる「遅延利息」の年率はどれか。",年3.0%,年5.0%,年14.6%,年20.0%。,ウ,"取適法（および下請法）。受注者の保護を目的として、消費者金融等の利率に近い14.6%という高い遅延利息が設定されている [8]。"
AI模擬,4-2 技術保護,,"特許出願の非公開制度（経済安保法）において、保全指定の解除（保全指定の継続の要否の審査）は、原則としてどのくらいの頻度で行われるか。",1年ごと。,3年ごと。,5年ごと。,存続期間中一回のみ。,ア,"経済安全保障推進法第72条。内閣総理大臣は、1年ごとに保全指定を継続する必要があるか確認しなければならない [4, 5]。"
AI模擬,4-2 技術保護,,"2026年4月のオンライン発送制度改正により導入される「経過到達」について、正しいものはどれか。",書類をダウンロードした瞬間に到達したものとみなされる。,インターネット出願ソフトで受領可能となった日の翌日から10日を経過した時に到達したものとみなされる。,受領可能となった日から30日間ダウンロードされない場合にのみ、郵送に切り替わる。,代理人がオンライン受領を希望しない場合、すべての書類が書面で郵送される。,イ,"工業所有権特例法改正。10日経過で自動的に到達したとみなす制度が導入される。紙の書類への切り替え発送は原則廃止される [13, 3]。"
AI模擬,4-2 技術保護,,"2026年4月以降、弁理士や弁護士などの「業として対特許庁手続を代理する者」のオンライン受領に関する義務について、適切なものはどれか。",オンライン受領をするか郵送にするか、案件ごとに選択できる。,「特定通知等を受ける旨の届出」をすることが義務付けられ、オンライン受領が必須となる。,初回の手続のみ書面で行えば、その後の発送はすべて郵送となる。,オンライン受領を忘れた場合でも、特許庁が電話で通知する義務を負う。,イ,"改正特例法第5条の2。代理人は「届出をしない」という選択ができず、オンラインでの受領が義務化される [3, 15]。"
AI模擬,4-3 コンテンツ保護,,"2026年4月開始の「未管理著作物等の裁定制度」において、裁定の対象となる著作物の条件として適切なものはどれか。",著作者が死亡している場合に限られる。,著作権管理団体（JASRAC等）に登録されている著作物のみが対象である。,公表された著作物であって、著作権者と連絡がつかない、あるいは返答がないもの。,SNSに投稿された画像は、いかなる場合も対象外である。,ウ,"著作権法第67条の3（改正）。連絡先が不明な場合だけでなく、連絡しても返答がない「未管理」の著作物が幅広く対象となる [11, 18]。"
AI模擬,4-3 コンテンツ保護,,"新たな裁定制度（2026年施行）を利用する際の手数料について、文化庁が公表した金額（1申請あたり）はどれか。",無料,3,000円,13,800円,50,000円,ウ,"文化庁公表資料。新裁定制度の申請手数料は1万3800円とされており、これに加えて補償金の供託が必要となる [11, 12]。"
AI模擬,2-2 リスク管理,,"2026年1月施行の取適法において、製造委託等の代金の支払手段として原則禁止されるものはどれか。",銀行振込,現金払い,約束手形,クレジットカード決済,ウ,"取適法（旧下請法改正）。中小受託事業者の資金繰り負担軽減のため、約束手形による支払は原則禁止される [17, 4, 5]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）で新設された「協議に応じない一方的な代金決定」に該当しないものはどれか。",受注者からの価格交渉の申し出に対し、理由を説明せずに拒否した。,価格協議の場を設けたが、最終的に発注側の希望価格で合意した。,原材料費の高騰が明らかであるのに、従来の価格を一方的に据え置いた。,受注者のコスト増を把握しているが、あえて協議の連絡を一度もしなかった。,イ,"取適法。協議の場を設け、誠実に説明を行った結果として合意に達した場合は、禁止行為には該当しない [17, 5]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）における「従業員数基準」において、役務提供委託（情報処理等を除く）の際の委託事業者の基準はどれか。",従業員300人超,従業員100人超,従業員50人超,従業員1,000人超,イ,"取適法。製造委託等は300人超だが、情報成果物作成委託や一般的な役務提供委託等は「100人超」が基準となる [4, 6, 19]。"
AI模擬,6. 関係法規,,"経済安全保障推進法に基づき「保全指定」を受けた発明の外国出願禁止違反に対する罰則（2025年7月以降適用）はどれか。",10万円以下の過料,1年以下の懲役又は50万円以下の罰金,5年以下の懲役,無期懲役,イ,"経済安全保障推進法第92条。外国出願禁止義務に違反して外国へ出願した場合、刑事罰の対象となる [20, 10]。"
AI模擬,6. 関係法規,,"特許出願の非公開制度において、特許庁長官が行う第一次審査の対象外となる出願はどれか。",日本国内で行われた発明に係る出願,特定技術分野（IPCにより列挙）に属する発明が含まれる出願,施行日（2024年5月1日）より前に既に特許庁に係属していた出願,出願公開を希望しない旨の申出があった出願,ウ,"経済安全保障推進法附則第2条。本制度は2024年5月1日以後に行う特許出願に対してのみ適用される [1, 20]。"
AI模擬,4-1 ブランド保護,,"商標の「コンセント制度（第4条第4項）」に関して、登録が認められないケースとして適切なものはどれか。",先行権利者の承諾があるが、需要者の間で混同を生ずるおそれがないと認められない場合。,出願人が中小企業である場合。,先行商標と出願商標が、外観においてのみ類似している場合。,先行権利者が海外の企業である場合。,ア,"商標法第4条第4項。日本の制度は「承諾＋混同のおそれがないこと」の双方が要件となるため、混同のおそれがあれば拒絶される [8, 21]。"
AI模擬,4-1 ブランド保護,,"改正商標法第4条第1項第8号（他人の氏名）に基づき、その他人の承諾なしに登録できる可能性があるのはどれか。",その他人が当該分野において著名である場合。,同姓同名の他人が存在するが、その他人が当該分野において広く認識されていない場合。,出願人が「不正の目的」をもって他人の氏名を登録しようとする場合。,その他人の氏名が「ありふれた氏」であり、かつその他人がその分野で著名な場合。,イ,"商標法改正（2024年4月）。拒絶の対象となる他人を「著名な他人」に限定したため、知名度のない他人の承諾は不要となった [8, 21]。"
AI模擬,4-3 コンテンツ保護,,"文化庁のAIガイドライン（令和6年）において、AI生成物が著作権侵害となるための「類似性」の判断基準として適切なものはどれか。",単に「画風（スタイル）」が似ているだけであれば、類似性は認められない。,プロンプトに画家の名前を入力していれば、内容に関わらず類似性が認められる。,1ピクセルでも重なる部分があれば、常に類似性が認められる。,類似性の判断基準は、AI生成物の場合に限り、通常の著作権侵害よりも緩和される。,ア,"文化庁ガイドライン。著作権は「表現」を保護するものであり、アイデアやスタイルにすぎない「画風」の類似は侵害を構成しない [22, 23]。"
